R_fighter,B_fighter,R_odds,B_odds,date,City,State/Province,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,height_dif,reach_dif,age_dif,Finish2,finish,finish_details,finish_round,finish_round_time
Katlyn Chookagian,Antonina Shevchenko,110,-130,5/30/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Flyweight,FEMALE,3,Southpaw,172.72,170.18,125,Orthodox,175.26,172.72,125,31,35,-2.54,-2.54,4,U-DEC,U-DEC,N/A,3,5:00
Louis Smolka,Casey Kenney,230,-270,5/30/2020,Las Vegas,Nevada,USA,Blue,FALSE,Bantamweight,MALE,3,Southpaw,170.18,172.72,135,Orthodox,177.8,185.42,135,28,29,-7.62,-12.7,1,SUB,SUB,Guillotine Choke,1,3:03
Mackenzie Dern,Hannah Cifers,-420,335,5/30/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,154.94,157.48,115,Orthodox,162.56,160.02,115,27,27,-7.62,-2.54,0,SUB,SUB,Kneebar,1,2:36
Roosevelt Roberts,Brok Weaver,-360,300,5/30/2020,Las Vegas,Nevada,USA,Red,FALSE,Lightweight,MALE,3,Southpaw,182.88,185.42,155,Orthodox,187.96,185.42,155,26,28,-5.08,0,2,SUB,SUB,Rear naked choke,2,3:26
Tim Elliott,Brandon Royval,-162,142,5/30/2020,Las Vegas,Nevada,USA,Blue,FALSE,Flyweight,MALE,3,Southpaw,175.26,172.72,125,Southpaw,170.18,167.64,125,33,27,5.08,5.08,-6,SUB,SUB,Arm triangle ,2,3:18
Tyron Woodley,Gilbert Burns,-170,150,5/30/2020,Las Vegas,Nevada,USA,Blue,FALSE,Welterweight,MALE,5,Orthodox,177.8,180.34,170,Orthodox,175.26,187.96,170,38,33,2.54,-7.62,-5,U-DEC,U-DEC,N/A,5,5:00
Alistair Overeem,Walt Harris,135,-155,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Heavyweight,MALE,5,Southpaw,195.58,195.58,250,Orthodox,193.04,203.2,265,39,36,2.54,-7.62,-3,KO/TKO,KO/TKO,Punches,2,3:00
Claudia Gadelha,Angela Hill,-255,215,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,160.02,162.56,115,Orthodox,162.56,160.02,115,31,35,-2.54,2.54,4,S-DEC,S-DEC,N/A,3,5:00
Cortney Casey,Mara Romero Borella,-185,160,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Women's Flyweight,FEMALE,3,Orthodox,167.64,175.26,125,Orthodox,170.18,170.18,125,33,33,-2.54,5.08,0,SUB,SUB,Armbar,1,3:36
Dan Ige,Edson Barboza,112,-132,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Featherweight,MALE,3,Orthodox,180.34,190.5,145,Orthodox,170.18,180.34,145,28,34,10.16,10.16,6,S-DEC,S-DEC,N/A,3,5:00
Giga Chikadze,Irwin Rivera,-420,335,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Featherweight,MALE,3,Southpaw,167.64,0,145,Orthodox,182.88,187.96,145,31,31,-15.24,-187.96,0,U-DEC,U-DEC,N/A,3,5:00
Kevin Holland,Anthony Hernandez,-110,-110,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Middleweight,MALE,3,Orthodox,182.88,190.5,185,Orthodox,190.5,205.74,170,27,26,-7.62,-15.24,-1,KO/TKO,KO/TKO,Knees,1,0:39
Krzysztof Jotko,Eryk Anders,-105,-105,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Middleweight,MALE,3,Southpaw,185.42,190.5,185,Southpaw,185.42,195.58,185,30,33,0,-5.08,3,U-DEC,U-DEC,N/A,3,5:00
Miguel Baeza,Matt Brown,-155,-155,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,190.5,170,Orthodox,187.96,187.96,170,27,39,-5.08,2.54,12,KO/TKO,KO/TKO,Punches,2,0:18
Nate Landwehr,Darren Elkins,100,-120,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Featherweight,MALE,3,Orthodox,177.8,180.34,145,Orthodox,175.26,182.88,145,31,36,2.54,-2.54,5,U-DEC,U-DEC,N/A,3,5:00
Rodrigo Nascimento,Don'Tale Mayes,-115,-105,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,198.12,205.74,260,Orthodox,187.96,203.2,246,27,28,10.16,2.54,1,SUB,SUB,Rear naked choke,2,2:05
Song Yadong,Marlon Vera,-200,170,5/16/2020,Jacksonville,Florida,USA,Red,FALSE,Featherweight,MALE,3,Switch,172.72,177.8,145,Orthodox,172.72,170.18,145,22,27,0,7.62,5,U-DEC,U-DEC,N/A,3,5:00
Alexander Hernandez,Drew Dober,100,-120,5/13/2020,Jacksonville,Florida,USA,Blue,FALSE,Lightweight,MALE,3,Southpaw,172.72,177.8,155,Orthodox,175.26,182.88,155,27,31,-2.54,-5.08,4,KO/TKO,KO/TKO,Punches,2,4:25
Andrei Arlovski,Philipe Lins,130,-150,5/13/2020,Jacksonville,Florida,USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,187.96,198.12,240,Orthodox,190.5,195.58,240,41,34,-2.54,2.54,-7,U-DEC,U-DEC,N/A,3,5:00
Anthony Smith,Glover Teixeira,-175,155,5/13/2020,Jacksonville,Florida,USA,Blue,FALSE,Light Heavyweight,MALE,5,Orthodox,187.96,193.04,205,Orthodox,193.04,193.04,205,31,40,-5.08,0,9,KO/TKO,KO/TKO,Punches,5,1:04
Ben Rothwell,Ovince Saint Preux,112,-132,5/13/2020,Jacksonville,Florida,USA,Red,FALSE,Heavyweight,MALE,3,Southpaw,190.5,203.2,230,Orthodox,193.04,198.12,265,38,37,-2.54,5.08,-1,S-DEC,S-DEC,N/A,3,5:00
Chase Sherman,Ike Villanueva,-160,140,5/13/2020,Jacksonville,Florida,USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,185.42,185.42,225,Orthodox,193.04,198.12,250,30,36,-7.62,-12.7,6,KO/TKO,KO/TKO,Elbows,2,0:49
Gabriel Benitez,Omar Morales,160,-185,5/13/2020,Jacksonville,Florida,USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,180.34,185.42,155,Southpaw,172.72,180.34,155,31,34,7.62,5.08,3,U-DEC,U-DEC,N/A,3,5:00
Hunter Azure,Brian Kelleher,-200,170,5/13/2020,Jacksonville,Florida,USA,Blue,FALSE,Featherweight,MALE,3,Switch,167.64,167.64,145,Orthodox,172.72,175.26,145,28,33,-5.08,-7.62,5,KO/TKO,KO/TKO,Punches,2,3:40
Michael Johnson,Thiago Moises,-110,-110,5/13/2020,Jacksonville,Florida,USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,175.26,177.8,155,Southpaw,177.8,185.42,155,33,25,-2.54,-7.62,-8,SUB,SUB,Ankle lock,2,0:25
Ricky Simon,Ray Borg,-170,150,5/13/2020,Jacksonville,Florida,USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,162.56,160.02,135,Orthodox,167.64,175.26,135,27,26,-5.08,-15.24,-1,S-DEC,S-DEC,N/A,3,5:00
Sijara Eubanks,Sarah Moras,-370,310,5/13/2020,Jacksonville,Florida,USA,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,170.18,170.18,135,Orthodox,162.56,170.18,135,35,32,7.62,0,-3,U-DEC,U-DEC,N/A,3,5:00
Aleksei Oleinik,Fabricio Werdum,270,-330,5/9/2020,Jacksonville,Florida,USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,193.04,195.58,231,Orthodox,187.96,203.2,240,42,41,5.08,-7.62,1,S-DEC,S-DEC,N/A,3,5:00
Anthony Pettis,Donald Cerrone,-135,115,5/9/2020,Jacksonville,Florida,USA,Red,FALSE,Welterweight,MALE,3,Orthodox,185.42,185.42,155,Orthodox,177.8,182.88,155,33,37,7.62,2.54,-4,U-DEC,U-DEC,N/A,3,5:00
Bryce Mitchell,Charles Rosa,-155,135,5/9/2020,Jacksonville,Florida,USA,Red,FALSE,Featherweight,MALE,3,Switch,175.26,175.26,145,Southpaw,177.8,177.8,145,25,33,-2.54,-2.54,-8,U-DEC,U-DEC,N/A,3,5:00
Carla Esparza,Michelle Waterson,-155,135,5/9/2020,Jacksonville,Florida,USA,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,160.02,157.48,115,Orthodox,154.94,160.02,115,32,34,5.08,-2.54,-2,S-DEC,S-DEC,N/A,3,5:00
Francis Ngannou,Jairzinho Rozenstruik,-265,225,5/9/2020,Jacksonville,Florida,USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,193.04,198.12,242,Orthodox,193.04,210.82,250,33,32,0,-12.7,1,KO/TKO,KO/TKO,Punches,1,0:20
Greg Hardy,Yorgan De Castro,-200,170,5/9/2020,Jacksonville,Florida,USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,182.88,187.96,250,Orthodox,195.58,203.2,265,31,33,-12.7,-15.24,-2,U-DEC,U-DEC,N/A,3,5:00
Henry Cejudo,Dominick Cruz,-225,185,5/9/2020,Jacksonville,Florida,USA,Red,TRUE,Bantamweight,MALE,5,Orthodox,172.72,172.72,135,Orthodox,162.56,162.56,135,33,35,10.16,10.16,-2,KO/TKO,KO/TKO,Knees,2,4:58
Jeremy Stephens,Calvin Kattar,210,-250,5/9/2020,Jacksonville,Florida,USA,Blue,FALSE,Featherweight,MALE,3,Orthodox,180.34,182.88,145,Orthodox,175.26,180.34,145,33,32,5.08,2.54,1,KO/TKO,KO/TKO,Elbows,2,2:49
Ryan Spann,Sam Alvey,-420,335,5/9/2020,Jacksonville,Florida,USA,Red,FALSE,Light Heavyweight,MALE,3,Southpaw,187.96,190.5,205,Orthodox,195.58,200.66,205,28,34,-7.62,-10.16,-6,S-DEC,S-DEC,N/A,3,5:00
Tony Ferguson,Justin Gaethje,-180,158,5/9/2020,Jacksonville,Florida,USA,Blue,TRUE,Lightweight,MALE,5,Orthodox,180.34,177.8,155,Orthodox,180.34,193.04,155,36,31,0,-15.24,5,KO/TKO,KO/TKO,Punches,5,3:39
Vicente Luque,Niko Price,-290,245,5/9/2020,Jacksonville,Florida,USA,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,193.04,170,Orthodox,180.34,190.5,170,30,28,2.54,2.54,2,KO/TKO,KO/TKO,Punches,3,3:37
Amanda Ribas,Randa Markos,-345,315,3/14/2020,Brasilia,Distrito Federal,Brazil,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,162.56,160.02,115,Orthodox,160.02,167.64,115,26,34,2.54,-7.62,-8,U-DEC,U-DEC,N/A,3,5:00
Bruno Silva,David Dvorak,-110,100,3/14/2020,Brasilia,Distrito Federal,Brazil,Blue,FALSE,Flyweight,MALE,3,Orthodox,165.1,172.72,125,Orthodox,162.56,165.1,135,29,27,2.54,7.62,2,U-DEC,U-DEC,N/A,3,5:00
Demian Maia,Gilbert Burns,160,-170,3/14/2020,Brasilia,Distrito Federal,Brazil,Blue,FALSE,Welterweight,MALE,3,Orthodox,177.8,180.34,170,Southpaw,185.42,182.88,170,42,33,-7.62,-2.54,9,KO/TKO,KO/TKO,Punches,1,2:34
Elizeu Dos Santos,Aleksei Kunchenko,-122,112,3/14/2020,Brasilia,Distrito Federal,Brazil,Red,FALSE,Welterweight,MALE,3,Orthodox,172.72,177.8,170,Orthodox,180.34,185.42,170,33,35,-7.62,-7.62,-2,U-DEC,U-DEC,N/A,3,5:00
Francisco Trinaldo,John Makdessi,-160,150,3/14/2020,Brasilia,Distrito Federal,Brazil,Red,FALSE,Lightweight,MALE,3,Orthodox,172.72,172.72,155,Southpaw,175.26,177.8,155,41,34,-2.54,-5.08,7,U-DEC,U-DEC,N/A,3,5:00
Johnny Walker,Nikita Krylov,-137,127,3/14/2020,Brasilia,Distrito Federal,Brazil,Blue,FALSE,Light Heavyweight,MALE,3,Orthodox,190.5,195.58,205,Orthodox,198.12,208.28,205,27,28,-7.62,-12.7,-1,U-DEC,U-DEC,N/A,3,5:00
Jussier Formiga,Brandon Moreno,-150,140,3/14/2020,Brasilia,Distrito Federal,Brazil,Blue,FALSE,Flyweight,MALE,3,Orthodox,170.18,177.8,125,Orthodox,165.1,170.18,125,34,26,5.08,7.62,8,U-DEC,U-DEC,N/A,3,5:00
Kevin Lee,Charles Oliveira,-145,135,3/14/2020,Brasilia,Distrito Federal,Brazil,Blue,FALSE,Lightweight,MALE,5,Orthodox,177.8,187.96,155,Orthodox,175.26,195.58,170,27,30,2.54,-7.62,-3,SUB,SUB,Guillotine Choke,3,0:28
Mayra Bueno Silva,Maryna Moroz,-140,130,3/14/2020,Brasilia,Distrito Federal,Brazil,Blue,FALSE,Women's Flyweight,FEMALE,3,Orthodox,170.18,170.18,125,Orthodox,167.64,167.64,135,28,28,2.54,2.54,0,U-DEC,U-DEC,N/A,3,5:00
Renato Moicano,Damir Hadzovic,-345,315,3/14/2020,Brasilia,Distrito Federal,Brazil,Red,FALSE,Lightweight,MALE,3,Orthodox,175.26,177.8,155,Orthodox,180.34,182.88,155,30,33,-5.08,-5.08,-3,SUB,SUB,Rear naked choke,1,0:44
Veronica Macedo,Bea Malecki,-155,145,3/14/2020,Brasilia,Distrito Federal,Brazil,Blue,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,175.26,187.96,135,Southpaw,162.56,162.56,125,24,28,12.7,25.4,-4,U-DEC,U-DEC,N/A,3,5:00
Alex Oliveira,Max Griffin,-125,115,3/7/2020,Las Vegas,Nevada,USA,Red,FALSE,Welterweight,MALE,3,Orthodox,180.34,193.04,170,Orthodox,180.34,193.04,170,32,34,0,0,-2,S-DEC,S-DEC,N/A,3,5:00
Beneil Dariush,Drakkar Klose,-162,152,3/7/2020,Las Vegas,Nevada,USA,Red,FALSE,Lightweight,MALE,3,Orthodox,175.26,177.8,155,Southpaw,177.8,182.88,155,30,31,-2.54,-5.08,-1,KO/TKO,KO/TKO,Punches,2,1:00
Danaa Batgerel,Guido Cannetti,-120,110,3/7/2020,Las Vegas,Nevada,USA,Red,FALSE,Bantamweight,MALE,3,Southpaw,167.64,172.72,135,Orthodox,170.18,177.8,135,30,40,-2.54,-5.08,-10,KO/TKO,KO/TKO,Punches,1,3:01
Gerald Meerschaert,Deron Winn,125,-135,3/7/2020,Las Vegas,Nevada,USA,Red,FALSE,Middleweight,MALE,3,Orthodox,167.64,177.8,185,Southpaw,185.42,195.58,185,32,30,-17.78,-17.78,2,SUB,SUB,Rear naked choke,3,2:13
Israel Adesanya,Yoel Romero,-260,240,3/7/2020,Las Vegas,Nevada,USA,Red,TRUE,Middleweight,MALE,5,Southpaw,182.88,185.42,185,Switch,193.04,203.2,185,30,42,-10.16,-17.78,-12,U-DEC,U-DEC,N/A,5,5:00
Jamall Emmers,Giga Chikadze,-170,160,3/7/2020,Las Vegas,Nevada,USA,Blue,FALSE,Featherweight,MALE,3,Orthodox,182.88,187.96,145,Orthodox,177.8,187.96,145,30,31,5.08,0,-1,S-DEC,S-DEC,N/A,3,5:00
Mark Madsen,Austin Hubbard,-215,195,3/7/2020,Las Vegas,Nevada,USA,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,180.34,155,Orthodox,172.72,182.88,155,35,28,5.08,-2.54,7,U-DEC,U-DEC,N/A,3,5:00
Neil Magny,Li Jingliang,157,-167,3/7/2020,Las Vegas,Nevada,USA,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,180.34,170,Orthodox,190.5,203.2,170,32,31,-7.62,-22.86,1,U-DEC,U-DEC,N/A,3,5:00
Rodolfo Vieira,Saparbeg Safarov,-570,480,3/7/2020,Las Vegas,Nevada,USA,Red,FALSE,Middleweight,MALE,3,Orthodox,185.42,198.12,205,Orthodox,182.88,185.42,185,30,33,2.54,12.7,-3,SUB,SUB,Arm triangle ,1,2:58
Sean O'Malley,Jose Quinonez,-330,300,3/7/2020,Las Vegas,Nevada,USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,172.72,175.26,135,Switch,180.34,182.88,135,25,29,-7.62,-7.62,-4,KO/TKO,KO/TKO,Punches,1,2:02
Weili Zhang,Joanna Jedrzejczyk,-185,170,3/7/2020,Las Vegas,Nevada,USA,Red,TRUE,Women's Strawweight,FEMALE,5,Orthodox,167.64,165.1,115,Switch,162.56,160.02,115,30,32,5.08,5.08,-2,S-DEC,S-DEC,N/A,5,5:00
Aalon Cruz,Spike Carlyle,-190,165,2/29/2020,Norfolk,Virginia, USA,Blue,FALSE,Featherweight,MALE,3,Switch,170.18,180.34,145,Switch,182.88,198.12,145,30,26,-12.7,-17.78,4,KO/TKO,KO/TKO,Punches,1,1:25
Brendan Allen,Tom Breese,110,-130,2/29/2020,Norfolk,Virginia, USA,Red,FALSE,Middleweight,MALE,3,Southpaw,190.5,185.42,185,Orthodox,187.96,190.5,185,24,28,2.54,-5.08,-4,KO/TKO,KO/TKO,Punches,1,4:47
Felicia Spencer,Zarah Fairn,-870,585,2/29/2020,Norfolk,Virginia, USA,Red,FALSE,Women's Featherweight,FEMALE,3,Orthodox,172.72,182.88,145,Orthodox,167.64,172.72,145,29,33,5.08,10.16,-4,KO/TKO,KO/TKO,Punches,1,3:37
Gabriel Silva,Kyler Phillips,-130,110,2/29/2020,Norfolk,Virginia, USA,Blue,FALSE,Bantamweight,MALE,3,Orthodox,172.72,179,135,Orthodox,167.64,180.34,135,25,24,5.08,-1.34,1,U-DEC,U-DEC,N/A,3,5:00
Grant Dawson,Darrick Minner,-475,380,2/29/2020,Norfolk,Virginia, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,170.18,177.8,145,Switch,177.8,182.88,145,26,29,-7.62,-5.08,-3,SUB,SUB,Rear naked choke,2,1:38
Ion Cutelaba,Magomed Ankalaev,185,-225,2/29/2020,Norfolk,Virginia, USA,Blue,FALSE,Light Heavyweight,MALE,3,Orthodox,190.5,190.5,205,Southpaw,185.42,190.5,205,26,27,5.08,0,-1,KO/TKO,KO/TKO,Punches,1,0:38
Jordan Griffin,TJ Brown,-135,115,2/29/2020,Norfolk,Virginia, USA,Red,FALSE,Featherweight,MALE,3,Switch,175.26,182.88,145,Southpaw,177.8,185.42,145,30,29,-2.54,-2.54,1,SUB,SUB,Guillotine Choke,2,3:38
Joseph Benavidez,Deiveson Figueiredo,-150,130,2/29/2020,Norfolk,Virginia, USA,Blue,TRUE,Flyweight,MALE,5,Orthodox,165.1,172.72,125,Southpaw,162.56,165.1,125,35,32,2.54,7.62,3,KO/TKO,KO/TKO,Punches,2,1:54
Luis Pena,Steve Garcia,-270,230,2/29/2020,Norfolk,Virginia, USA,Red,FALSE,Lightweight,MALE,3,Southpaw,182.88,190.5,155,Southpaw,190.5,190.5,155,26,27,-7.62,0,-1,U-DEC,U-DEC,N/A,3,5:00
Marcin Tybura,Serghei Spivac,100,-120,2/29/2020,Norfolk,Virginia, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,190.5,198.12,260,Orthodox,190.5,198.12,249,34,35,0,0,-1,U-DEC,U-DEC,N/A,3,5:00
Megan Anderson,Norma Dumont,-245,205,2/29/2020,Norfolk,Virginia, USA,Red,FALSE,Women's Featherweight,FEMALE,3,Orthodox,170.18,170.18,135,Orthodox,182.88,182.88,145,30,29,-12.7,-12.7,1,KO/TKO,KO/TKO,Punches,1,3:31
Sean Brady,Ismail Naurdiev,105,-125,2/29/2020,Norfolk,Virginia, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,177.8,187.96,170,Orthodox,177.8,182.88,170,27,23,0,5.08,4,U-DEC,U-DEC,N/A,3,5:00
Ben Sosoli,Marcos Rogerio De Lima,130,-150,2/22/2020,Auckland,Auckland, New Zealand,Blue,FALSE,Heavyweight,MALE,3,Orthodox,185.42,190.5,253,Southpaw,175.26,182.88,265,30,34,10.16,7.62,-4,KO/TKO,KO/TKO,Punches,1,1:28
Brad Riddell,Magomed Mustafaev,120,-140,2/22/2020,Auckland,Auckland, New Zealand,Red,FALSE,Lightweight,MALE,3,Orthodox,172.72,180.34,155,Orthodox,170.18,180.34,155,28,31,2.54,0,-3,S-DEC,S-DEC,N/A,3,5:00
Callan Potter,Song Kenan,170,-200,2/22/2020,Auckland,Auckland, New Zealand,Blue,FALSE,Welterweight,MALE,3,Orthodox,182.88,180.34,170,Orthodox,182.88,182.88,170,35,29,0,-2.54,6,KO/TKO,KO/TKO,Right straight,1,2:20
Jake Matthews,Emil Meek,-200,170,2/22/2020,Auckland,Auckland, New Zealand,Red,FALSE,Welterweight,MALE,3,Switch,180.34,187.96,170,Orthodox,180.34,185.42,170,25,31,0,2.54,-6,U-DEC,U-DEC,N/A,3,5:00
Jalin Turner,Joshua Culibao,-210,175,2/22/2020,Auckland,Auckland, New Zealand,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,177.8,155,Southpaw,190.5,195.58,155,24,25,-12.7,-17.78,-1,KO/TKO,KO/TKO,Ground and pound,2,3:01
Jim Crute,Michal Oleksiejczuk,100,-120,2/22/2020,Auckland,Auckland, New Zealand,Red,FALSE,Light Heavyweight,MALE,3,Southpaw,182.88,187.96,205,Orthodox,187.96,187.96,205,23,25,-5.08,0,-2,SUB,SUB,Kimura,1,3:29
Kai Kara France,Tyson Nam,-260,220,2/22/2020,Auckland,Auckland, New Zealand,Red,FALSE,Flyweight,MALE,3,Orthodox,170.18,172.72,125,Orthodox,162.56,175.26,125,26,36,7.62,-2.54,-10,U-DEC,U-DEC,N/A,3,5:00
Karolina Kowalkiewicz,Yan Xiaonan,225,-265,2/22/2020,Auckland,Auckland, New Zealand,Blue,FALSE,Women's Strawweight,FEMALE,3,Orthodox,165.1,160.02,115,Orthodox,160.02,162.56,115,34,30,5.08,-2.54,4,U-DEC,U-DEC,N/A,3,5:00
Kevin Aguilar,Zubaira Tukhugov,-115,-105,2/22/2020,Auckland,Auckland, New Zealand,Blue,FALSE,Featherweight,MALE,3,Orthodox,172.72,172.72,145,Orthodox,170.18,185.42,145,31,29,2.54,-12.7,2,KO/TKO,KO/TKO,Punches,1,3:21
Loma Lookboonmee,Angela Hill,155,-175,2/22/2020,Auckland,Auckland, New Zealand,Blue,FALSE,Women's Strawweight,FEMALE,3,Orthodox,160.02,162.56,115,Orthodox,154.94,154.94,115,24,35,5.08,7.62,-11,U-DEC,U-DEC,N/A,3,5:00
Paul Felder,Dan Hooker,130,-150,2/22/2020,Auckland,Auckland, New Zealand,Blue,FALSE,Lightweight,MALE,5,Switch,182.88,190.5,155,Orthodox,180.34,177.8,155,35,30,2.54,12.7,5,S-DEC,S-DEC,N/A,5,5:00
Priscila Cachoeira,Shana Dobson,180,-220,2/22/2020,Auckland,Auckland, New Zealand,Red,FALSE,Women's Flyweight,FEMALE,3,Orthodox,167.64,175.26,125,Orthodox,170.18,165.1,125,31,30,-2.54,10.16,1,KO/TKO,KO/TKO,Punches,1,0:40
Brok Weaver,Kazula Vargas,-270,230,2/15/2020,Rio Rancho,New Mexico, USA,Red,FALSE,Lightweight,MALE,3,Southpaw,172.72,180.34,155,Southpaw,182.88,185.42,170,28,34,-10.16,-5.08,-6,DQ,DQ,N/A,1,4:02
Casey Kenney,Merab Dvalishvili,150,-170,2/15/2020,Rio Rancho,New Mexico, USA,Blue,FALSE,Bantamweight,MALE,3,Orthodox,167.64,172.72,135,Southpaw,170.18,172.72,135,28,29,-2.54,0,-1,U-DEC,U-DEC,N/A,3,5:00
Corey Anderson,Jan Blachowicz,-235,195,2/15/2020,Rio Rancho,New Mexico, USA,Blue,FALSE,Light Heavyweight,MALE,5,Orthodox,187.96,198.12,205,Orthodox,190.5,200.66,205,30,36,-2.54,-2.54,-6,KO/TKO,KO/TKO,Punches,1,3:08
Devin Clark,Dequan Townsend,-400,325,2/15/2020,Rio Rancho,New Mexico, USA,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,190.5,200.66,205,Orthodox,182.88,190.5,205,29,33,7.62,10.16,-4,U-DEC,U-DEC,N/A,3,5:00
Diego Sanchez,Michel Pereira,135,-155,2/15/2020,Rio Rancho,New Mexico, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,185.42,185.42,170,Southpaw,177.8,182.88,170,38,26,7.62,2.54,12,DQ,DQ,N/A,3,3:09
Jim Miller,Scott Holtzman,115,-135,2/15/2020,Rio Rancho,New Mexico, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,175.26,175.26,155,Southpaw,172.72,180.34,155,36,36,2.54,-5.08,0,U-DEC,U-DEC,N/A,3,5:00
John Dodson,Nathaniel Wood,130,-150,2/15/2020,Rio Rancho,New Mexico, USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,167.64,175.26,135,Orthodox,160.02,167.64,135,35,26,7.62,7.62,9,KO/TKO,KO/TKO,Punches,3,0:16
Lando Vannata,Yancy Medeiros,-120,100,2/15/2020,Rio Rancho,New Mexico, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,190.5,155,Orthodox,175.26,180.34,155,27,32,2.54,10.16,-5,U-DEC,U-DEC,N/A,3,5:00
Macy Chiasson,Shanna Young,-800,550,2/15/2020,Rio Rancho,New Mexico, USA,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,170.18,165.1,135,Orthodox,180.34,182.88,135,28,28,-10.16,-17.78,0,U-DEC,U-DEC,N/A,3,5:00
Mark De La Rosa,Raulian Paiva,205,-245,2/15/2020,Rio Rancho,New Mexico, USA,Blue,FALSE,Flyweight,MALE,3,Orthodox,172.72,175.26,125,Orthodox,167.64,165.1,135,25,24,5.08,10.16,1,KO/TKO,KO/TKO,Punches,2,4:42
Montana De La Rosa,Mara Romero Borella,-175,155,2/15/2020,Rio Rancho,New Mexico, USA,Red,FALSE,Women's Flyweight,FEMALE,3,Orthodox,167.64,175.26,125,Orthodox,170.18,172.72,125,25,33,-2.54,2.54,-8,U-DEC,U-DEC,N/A,3,5:00
Rogerio Bontorin,Ray Borg,130,-150,2/15/2020,Rio Rancho,New Mexico, USA,Blue,FALSE,Flyweight,MALE,3,Orthodox,162.56,160.02,135,Orthodox,165.1,170.18,125,27,26,-2.54,-10.16,1,U-DEC,U-DEC,N/A,3,5:00
Tim Means,Daniel Rodriguez,-345,285,2/15/2020,Rio Rancho,New Mexico, USA,Blue,FALSE,Welterweight,MALE,3,Southpaw,185.42,190.5,170,Orthodox,187.96,190.5,170,35,33,-2.54,0,2,SUB,SUB,Guillotine Choke,2,3:37
Alex Morono,Kalinn Williams,-345,285,2/8/2020,Houston,Texas, USA,Blue,FALSE,Welterweight,MALE,3,Orthodox,182.88,182.88,170,Orthodox,180.34,182.88,170,29,25,2.54,0,4,KO/TKO,KO/TKO,Punches,1,0:27
Andre Ewell,Jonathan Martinez,-133,113,2/8/2020,Houston,Texas, USA,Red,FALSE,Bantamweight,MALE,3,Southpaw,172.72,177.8,135,Southpaw,172.72,190.5,135,32,25,0,-12.7,7,S-DEC,S-DEC,N/A,3,5:00
Austin Lingo,Youssef Zalal,-210,175,2/8/2020,Houston,Texas, USA,Blue,FALSE,Featherweight,MALE,3,Switch,177.8,182.88,145,Orthodox,177.8,177.8,145,25,23,0,5.08,2,U-DEC,U-DEC,N/A,3,5:00
Derrick Lewis,Ilir Latifi,-225,185,2/8/2020,Houston,Texas, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,177.8,185.42,205,Orthodox,190.5,200.66,260,35,36,-12.7,-15.24,-1,U-DEC,U-DEC,N/A,3,5:00
